name,Kind,Alcohol,Aroma,Taste,Finish
고든 앤 맥페일 디스틸러리 링크우드 25년,싱글몰트 위스키,46.0,"달콤한, 셰리, 흑설탕, 설탕에 절인 과일","부드러운, 잘 익은 과일, 다크 초콜릿, 헤이즐넛","따뜻한, 향신료, 태운 오크, 참나무"
고든 앤 맥페일 디스틸러리 몰트락 25년,싱글몰트 위스키,46.0,"셰리, 과일 케이크, 생강, 구운 사과, 감귤 껍질","향신료, 오렌지, 베리, 후추, 헤이즐넛","긴 여운, 향신료, 과일, 아몬드, 풍성한"
고든 앤 맥페일 코노세어 초이스 2009 글렌듀란 12년 CS,싱글몰트 위스키,45.0,"딸기, 말린 과일, 구운 견과류, 바이올렛","라즈베리 잼, 사과, 데메라라 설탕, 백후추","꿀, 허브, 레드베리, 시트러스, 감귤, 달콤한"
고든 앤 맥페일 코노세어 초이스 1996 글렌버기 25년 CS,싱글몰트 위스키,59.0,"셰리, 오렌지 마멀레이드, 생강, 구운 아몬드","블랙베리, 사과, 후추, 시트러스, 감귤","달콤한, 과일, 스파이스, 풍부한"
고든 앤 맥페일 코노세어 초이스 1995 글렌카담 26년 CS,싱글몰트 위스키,57.0,"향신료, 셰리, 오렌지 껍질, 설탕에 절인 과일","흑설탕, 과일, 클로브, 시트러스, 감귤","민트, 건포도, 구운 오크, 토피"
고든 앤 맥페일 코노세어 초이스 1996 링크우드 25년 CS,싱글몰트 위스키,54.6,"라즈베리, 딸기, 레몬 껍질, 시나몬","토피, 구운 사과, 블랙커런트, 멘톨","구운 아몬드, 과일"
고든 앤 맥페일 코노세어 초이스 1994 몰트락 27년 CS,싱글몰트 위스키,54.0,"바닐라, 라임, 딸기, 셰리","과일 케이크, 시나몬, 청사과, 넛맥","밀크 초콜릿, 타바코, 견과류, 오크"
와일드 터키 12년,버번 위스키,50.5,"토피, 오렌지, 바닐라, 견과류, 오크, 가죽","캐러멜, 바닐라, 버터스카치, 꿀, 허브, 육두구, 오렌지, 후추","긴 여운, 크렘 브륄레, 메이플 시럽, 오크, 시나몬, 달콤한"
맥캘란 레어 캐스크 2022,싱글몰트 위스키,43.0,"시트러스, 감귤, 바닐라, 건포도, 오렌지, 사과","강렬한, 달콤한, 바닐라, 건포도, 다크 초콜릿, 레몬 껍질","긴 여운, 풍부한"
맥캘란 에스테이트,싱글몰트 위스키,43.0,"시나몬, 나무, 오렌지, 말린 과일, 레몬, 바나나, 캐러멜","건포도, 무화과, 오렌지, 감귤","달콤한, 시트러스"
조니워커 킹 조지 5세,블렌디드 위스키,43.0,"꿀, 오렌지, 장미","견과류, 다크 초콜릿, 스모키",복합적인
코발 싱글 배럴 버번 위스키,버번 위스키,47.0,"향신료, 과일","망고, 바닐라, 캐러멜, 풀","캐러멜, 향신료, 후추"
옐로우 로즈 프리미엄 아메리칸 위스키,아메리칸 위스키,40.0,"바나나, 사과, 캐러멜","과일청, 바나나, 달콤한","우드 스파이스, 달콤한, 은은한"
일리악 CS,싱글몰트 위스키,58.0,"스모키, 피트, 짭짤한","강렬한, 피트, 달콤한, 몰트","피트, 스모키, 따뜻한, 긴 여운"
에즈라 브룩스 싱글 배럴 셀렉트,버번 위스키,53.5,"오크, 블랙 페퍼, 계피, 바닐라, 생강","시나몬, 캐러멜, 스파이시, 바닐라, 복합적인","오크, 버터, 따뜻한, 긴 여운"
달위니 15년,싱글몰트 위스키,43.0,"꽃, 과일, 스모키","견과류, 바닐라, 꿀, 스모키","긴 여운, 몰트"
노아스 밀,버번 위스키,57.1,"시나몬, 스파이스, 풀, 바닐라, 캐러멜","시나몬, 민트, 바닐라, 옥수수, 풀내음","오크, 긴 여운"
네이키드 몰트,블렌디드 몰트 위스키,40.0,"셰리, 말린 과일","캐러멜, 스파이시, 달콤한","부드러운, 긴 여운, 오크"
조니워커 블루 토끼띠 엔젤 첸,블렌디드 위스키,46.0,"바닐라, 신선한, 과일","말린 과일, 열대 과일, 피트","균형 잡힌, 피트"
카발란 솔리스트 포트 CS,싱글몰트 위스키,56.5,"과일, 견과류, 시트러스","과일, 초콜릿","레몬, 패션프루트"
부나하벤 12년,싱글몰트 위스키,46.3,"달콤한, 해초, 신선한","셰리, 부드러운, 달콤한","짭짤한, 균형 잡힌"
메이커스 마크,버번 위스키,45.0,"바닐라, 캐러멜",부드러운,"깨끗한, 달콤한"
글렌피딕 12년,싱글몰트 위스키,40.0,"곡물, 꽃, 과일, 배","꽃, 스파이시","달콤한, 나무, 과일"
글렌피딕 15년,싱글몰트 위스키,40.0,"과일, 꿀, 나무","과일, 스파이스, 달콤한, 셰리","과일, 스파이스, 나무"
글렌피딕 18년,싱글몰트 위스키,40.0,"포도, 사과, 나무, 시나몬","과일, 생강, 셰리",달콤한
글렌피딕 21년,싱글몰트 위스키,43.2,"흑설탕, 오렌지, 꿀, 초콜릿","과일, 스파이스, 바닐라, 오크, 생강","긴 여운, 모카, 마멀레이드"
글렌피딕 30년,싱글몰트 위스키,43.0,"과일, 오크, 셰리, 다크 초콜릿","바닐라, 오크, 과일, 셰리",따뜻한
발베니 더블우드 12년,싱글몰트 위스키,40.0,"과일, 셰리, 벌꿀, 바닐라","견과류, 계피, 스파이스, 셰리","긴 여운, 강렬한"
발베니 12년 스위트 토스트 오브 아메리칸 오크,싱글몰트 위스키,43.0,"몰트, 퍼지, 바닐라, 생강, 계피","오렌지, 레몬, 토피, 바닐라, 벌꿀","오크, 스파이스, 바닐라"
발베니 캐리비안 캐스크 14년,싱글몰트 위스키,43.0,"토피, 바닐라, 과일","바닐라, 오크, 과일","부드러운, 따뜻한"
발베니 14년 위크 오브 피트,싱글몰트 위스키,48.3,"피트, 스모키, 꽃, 벌꿀","스모키, 감귤, 바닐라, 벌꿀","스모키, 바닐라"
발베니 더블우드 17년,싱글몰트 위스키,43.0,"오크, 바닐라, 벌꿀, 그린 애플","말린 과일, 샤베트, 구운 아몬드, 계피, 토피, 바닐라","바닐라, 오크, 벌꿀, 스파이시, 달콤한"
발베니 포트우드 21년,싱글몰트 위스키,40.0,"과일, 건포도, 견과류","과일, 벌꿀, 스파이스","긴 여운, 고소한"
맥캘란 15년 더블 캐스크,싱글몰트 위스키,43.0,"말린 과일, 바닐라, 꿀, 초콜릿","바닐라, 우드, 건포도",부드러운
달모어 12년,싱글몰트 위스키,40.0,"열대 과일, 초콜릿, 스파이시","열대 과일, 바닐라, 셰리","스모키, 로스팅한 커피, 초콜릿"
달모어 15년,싱글몰트 위스키,40.0,"오렌지 마멀레이드, 계피, 넛맥","귤, 바닐라, 생강, 사과","오크, 부드러운, 긴 여운"
달모어 시가 몰트 리저브,싱글몰트 위스키,44.0,"시나몬, 바닐라, 과일","열대 과일, 바닐라","오렌지, 베르가못"
달모어 킹 알렉산더 3세,싱글몰트 위스키,40.0,"라즈베리, 꽃, 패션프루트","감귤, 바닐라, 캐러멜, 아몬드","시나몬, 넛맥, 생강"
달모어 18년,싱글몰트 위스키,43.0,"바닐라, 다크 초콜릿, 오렌지, 계피","다크 초콜릿, 열대 과일, 넛맥","열대 과일, 오크"
몽키숄더,블렌디드 위스키,40.0,"마멀레이드, 코코아, 바닐라, 감초","베리, 몰트, 정향, 꿀","스파이시, 오크, 페퍼민트"
글렌모렌지 18년,싱글몰트 위스키,43.0,"서양 대추, 무화과, 꽃, 구운 오크","꿀, 몰트, 꽃","말린 과일, 셰리, 견과류"
아드벡 10년,싱글몰트 위스키,46.0,"레몬, 라임, 다크 초콜릿","피트, 레몬, 라임 주스, 흑후추, 바나나, 건포도, 구운 마시멜로","에스프레소, 아몬드, 스모키, 몰트, 배, 부드러운"
아드벡 우거다일,싱글몰트 위스키,54.2,"호두 기름, 당밀, 토피, 초콜릿, 건포도, 모카 에스프레소","스모키, 스파이스","건포도, 모카, 진한, 스모키, 긴 여운"
아드벡 코리브라칸,싱글몰트 위스키,57.1,"다크 초콜릿, 블랙커런트, 설탕, 체리, 솔잎","후추, 해초, 블랙커런트, 체리, 아몬드, 에스프레소","커피, 초콜릿, 체리, 스파이시"
조니워커 레드,블렌디드 위스키,40.0,"스모키, 바닐라","과일, 계피, 스파이스","긴 여운, 스모키"
조니워커 블랙,블렌디드 위스키,40.0,"과일, 바닐라, 스모키","바닐라, 오렌지, 건포도",부드러운
조니워커 골드,블렌디드 위스키,40.0,"달콤한, 스모키","달콤한, 과일, 꿀","스모키, 오크"
조니워커 블루,블렌디드 위스키,40.0,"헤이즐넛, 꿀, 오렌지","생강, 다크 초콜릿, 말린 과일","긴 여운, 부드러운, 스모키"
발렌타인 12년,블렌디드 위스키,40.0,"벌꿀, 오크, 바닐라","벌꿀, 꽃, 오크","달콤한, 산뜻한, 긴 여운"
발렌타인 17년,블렌디드 위스키,40.0,"오크, 바닐라","벌꿀, 감초, 바닐라","긴 여운, 달콤한, 바닐라"
발렌타인 21년,블렌디드 위스키,40.0,"사과, 꽃, 벌꿀","헤더, 스모키, 감초","셰리, 긴 여운, 부드러운"
발렌타인 30년,블렌디드 위스키,40.0,"오크, 바닐라, 과일","셰리, 벌꿀, 꽃, 바닐라","긴 여운, 우아한"
시바스 리갈 12년,블렌디드 위스키,40.0,"과일, 꽃, 캐러멜","벌꿀, 사과, 바닐라, 헤이즐넛, 버터스카치","풍부한, 은은한"
시바스 리갈 18년,블렌디드 위스키,40.0,"말린 과일, 버터, 토피, 향신료","꽃, 다크 초콜릿, 스모키","부드러운, 긴 여운, 온화한"
하이랜드 파크 12년,싱글몰트 위스키,40.0,"피트, 스모키","스모키, 꿀, 몰트","긴 여운, 스모키"
보모어 12년,재패니즈 위스키,40.0,"레몬, 꿀","다크 초콜릿, 피트","긴 여운, 향긋한"
보모어 15년,싱글몰트 위스키,43.0,"과일, 다크 초콜릿","향나무, 토피 사탕","복합적인, 깔끔한, 단단한 구조감"
납 크릭,버번 위스키,50.0,"견과류, 몰트, 과일","오크, 달콤한, 스파이시","풍부한, 긴 여운, 부드러운"
더 글렌리벳 15년,싱글몰트 위스키,40.0,"스파이시, 견과류, 과일","과일, 토피 초콜릿, 오크","헤이즐넛, 진한, 풍부한, 긴 여운"
더 글렌리벳 18년,싱글몰트 위스키,40.0,"서양 배, 밀크 초콜릿, 과일 파이, 토피 사탕, 코코넛, 말린 과일","스파이시, 감귤, 벌꿀","부드러운, 균형 잡힌, 긴 여운"
더 글렌리벳 25년,싱글몰트 위스키,43.0,"다크 초콜릿, 꽃, 오크","말린 과일, 달콤한, 시나몬, 셰리","긴 여운, 풍부한, 스파이시, 강렬한"
탈리스커 10년,싱글몰트 위스키,45.8,"강한 피트, 바다 내음, 굴, 감귤","과일, 스모키, 몰트, 후추","달콤한, 스파이시, 후추"
아벨라워 12년,싱글몰트 위스키,40.0,"균형 잡힌, 잘 익은 사과, 부드러운","셰리, 초콜릿, 토피, 계피, 생강","따뜻한, 달콤한, 스파이시"
아벨라워 아부나흐,싱글몰트 위스키,60.3,"올로로쏘 셰리, 프랄린 초콜릿, 오렌지","오렌지, 블랙체리, 말린 과일, 다크 초콜릿","향신료, 쌉쌀한, 다크 초콜릿"
잭 다니엘스,아메리칸 위스키,40.0,"달콤한, 바닐라","달콤한, 바나나, 오크",부드러운
로얄살루트 21년,블렌디드 위스키,40.0,"서양 배, 감귤, 꽃, 바닐라, 체리","스모키, 서양 배, 멜론, 마멀레이드, 헤이즐넛","풍부한, 긴 여운"
"로얄살루트 38년, 스톤 오브 데스티니",블렌디드 위스키,40.0,"삼나무, 셰리, 오크, 아몬드, 견과류","건포도, 꽃, 건자두, 스파이시, 향신료","풍성한, 긴 여운"
산토리 가쿠빈,재패니즈 위스키,40.0,"곡물, 바닐라, 배","과일, 스파이시",깔끔한
라프로익 쿼터 캐스크,싱글몰트 위스키,48.0,"건포도, 살구","풍부한, 셰리, 과일","캐러멜, 달콤한"
제임슨 스탠다드,블렌디드 위스키,40.0,"바닐라, 마멀레이드, 퍼지","견과류, 고소한, 스파이스, 셰리","스파이시, 벌꿀, 달콤한"
제임슨 캐스크메이츠 IPA,블렌디드 위스키,40.0,"꽃, 홉, 자몽, 견과류","홉, 감귤, 견과류, 허브, 스파이스","과일, 신선한, 홉, 보리, 부드러운"
하쿠슈 DR,재패니즈 위스키,43.0,"페퍼민트, 오이","유자, 레몬, 포도, 허브",상쾌한
히비키 하모니,재패니즈 위스키,43.0,"장미, 과일, 오이, 로즈마리","화이트 초콜릿, 꿀, 오렌지","긴 여운, 부드러운"
카발란 디스틸러리 셀렉트,싱글몰트 위스키,40.0,"열대 과일, 꽃, 바닐라","달콤한, 부드러운, 균형 잡힌",부드러운
카발란 클래식 싱글몰트,싱글몰트 위스키,40.0,"깨끗한, 우아한, 열대 과일, 망고","망고 주스, 스파이시","오일리, 시트러스"
카발란 올로로쏘 셰리 오크,싱글몰트 위스키,46.0,"상큼한, 말린 과일, 견과류","부드러운, 균형 잡힌, 말린 과일","캐러멜, 긴 여운"
카발란 솔리스트 올로로쏘 셰리 캐스크 CS,싱글몰트 위스키,54.8,"견과류, 말린 과일, 마지팬, 바닐라","풍부한, 말린 과일, 달콤한",복합적인
리뎀션 라이,라이 위스키,46.0,"꽃, 시트러스, 감귤","호밀, 스파이시",민트
코발 싱글 배럴 버번 위스키,버번 위스키,47.0,"과일, 향신료","풀내음, 스파이스, 바닐라, 캐러멜","스파이스, 캐러멜"
맥캘란 12년 더블 캐스크,싱글몰트 위스키,40.0,"버터, 사과, 토피, 오렌지, 바닐라","시트러스, 캐러멜, 건포도","오크, 나무, 따뜻한, 달콤한"
코발 싱글 배럴 포 그레인 위스키,아메리칸 위스키,47.0,"바나나, 아이싱 슈가, 바닐라","계피, 무화과, 메이플 시럽, 오크","스파이시, 강렬한"
글렌피딕 12년,싱글몰트 위스키,40.0,"서양 배, 꽃, 과일, 오크","과일, 버터스카치, 몰트","부드러운, 달콤한, 스파이시"
부나하벤 12년,싱글몰트 위스키,46.3,"달콤한, 해초, 신선한","달콤한, 부드러운, 셰리","균형 잡힌, 짭짤한"
부쉬밀 오리지날,아이리쉬 위스키,40.0,"과일, 향긋한, 바닐라, 허브","짭짤한, 버터, 꿀, 바닐라, 시트러스","스파이스, 몰트"
부쉬밀 블랙 부쉬,아이리쉬 위스키,40.0,"잘 익은 포도, 시트러스, 토피, 땅콩","바닐라, 캐모마일, 셰리, 복숭아","스파이시, 달콤한, 비스킷, 풍부한, 프루티"
부쉬밀 10년,아이리쉬 위스키,40.0,"바나나, 바닐라","밀크 초콜릿, 시나몬, 꿀, 프루티","라벤더, 타닌"
더 글렌리벳 12년,싱글몰트 위스키,40.0,"바닐라, 달콤한, 프루티, 꿀, 파인애플, 시나몬, 향신료","사과, 시트러스, 프루티, 파인애플","헤이즐넛, 부드러운"
발렌타인 싱글몰트 글렌버기 12년,싱글몰트 위스키,40.0,"토피, 사과, 바닐라","헤이즐넛, 긴 여운","풍부한, 그윽한"
발렌타인 싱글몰트 글렌버기 15년,싱글몰트 위스키,40.0,"잘 익은 사과, 벌꿀","부드러운, 실키, 균형 잡힌, 풍성한, 오렌지","균형 잡힌, 달콤한"
라가불린 8년,싱글몰트 위스키,48.0,"짭짤한, 팝콘, 꿀, 견과류, 구운 설탕, 달콤한","스모키, 피트, 코리앤더 씨드, 보리, 향신료","사과, 구운 아몬드, 스파이시"
오반 14년,싱글몰트 위스키,43.0,"마멀레이드, 바닐라, 퍼지","견과류, 고소한, 셰리, 스파이스","스파이시, 벌꿀, 달콤한"
라가불린 16년,싱글몰트 위스키,43.0,"홍차, 스모키, 향신료, 셰리, 바닐라","강한 피트, 오크, 과일, 달콤한, 몰트, 셰리","긴 여운, 스파이시, 무화과, 바닐라, 달콤한"
라프로익 10년,싱글몰트 위스키,43.0,"스모키, 스파이스, 파워풀, 감초, 짭짤한, 달콤한","해초, 바닐라, 향신료, 후추, 레몬, 배",대담한
글렌모렌지 넥타도르,싱글몰트 위스키,46.0,"라임, 과일, 코코넛, 스파이스","초콜릿, 부드러운, 달콤한",달콤한
글렌모렌지 오리지널 10년,싱글몰트 위스키,40.0,"감귤류, 바닐라, 복숭아","과일, 꽃, 바닐라","깔끔한, 부드러운, 망고"
글렌드로낙 12년,싱글몰트 위스키,43.0,"달콤한, 바닐라, 견과류","사과, 오크, 캐러멜, 토피","건포도, 과일, 긴 여운"
네이키드 그라우스,블렌디드 위스키,40.0,"셰리, 부드러운, 과일",캐러멜,부드러운
더 페이머스 그라우스,블렌디드 위스키,40.0,"과일, 시트러스","스파이시, 오크, 과일",부드러운
와일드 터키,버번 위스키,40.5,"풍부한, 바닐라, 꿀, 건포도","과일, 스파이스","바닐라, 부드러운, 꿀"
와일드 터키 101,버번 위스키,50.5,"바닐라, 캐러멜, 오크, 오렌지","풍부한, 파워풀, 스파이스, 과일","긴 여운, 부드러운"
커티 삭,블렌디드 위스키,40.0,"시트러스, 신선한, 바닐라","바닐라 아이스크림, 캐러멜, 몰트","바닐라, 구운 오크, 우아한"
1792 스몰 배치,버번 위스키,46.9,"스파이시, 호밀","사과, 배, 커스터드, 호밀, 커피, 버터스카치, 무화과, 균형 잡힌, 달콤한","긴 여운, 따뜻한, 부드러운"
라벨 5 클래식 블랙,블렌디드 위스키,40.0,"과일, 캐러멜, 오크, 피트","달콤한, 과일, 바닐라, 스모키","긴 여운, 부드러운"
글렌고인 12년,싱글몰트 위스키,40.0,"토피, 꿀, 레몬, 코코넛","땅콩 버터, 시나몬, 향신료, 오렌지, 포도, 생강","몰트, 셰리, 부드러운"
더 글렌그란트 10년,싱글몰트 위스키,40.0,"페이스트리, 달콤한, 바닐라, 미묘한, 배","몰트, 프루티","긴 여운, 복합적인"
더 글렌그란트 12년,싱글몰트 위스키,43.0,"꿀, 배, 사과, 아몬드, 시트러스","사과 파이, 캐러멜, 바닐라","스파이스, 프루티"
글렌모렌지 라산타 12년,싱글몰트 위스키,43.0,"감귤, 스파이스, 초콜릿","꿀, 생강, 초콜릿, 커피 콩, 호두","긴 여운, 오렌지, 헤이즐넛"
글렌알라키 10년 CS 배치 4,싱글몰트 위스키,56.1,"꿀, 오렌지, 바닐라, 셰리","다크 초콜릿, 말린 과일, 아몬드, 쿠키","말린 오렌지 껍질, 생강, 건포도, 향신료"
글렌알라키 12년,싱글몰트 위스키,46.0,"모카, 건포도, 버터, 꿀","꿀, 바나나, 버터스카치, 건포도",초콜릿
글렌알라키 18년,싱글몰트 위스키,46.0,"바닐라, 버터스카치","건포도, 꿀, 다크 초콜릿, 은은한","긴 여운, 부드러운"
글렌킨치 12년,싱글몰트 위스키,43.0,"맥아, 초록풀, 레몬, 멜론","달콤한, 깊은, 신선한, 여름 과일","따뜻한, 스파이시, 드라이한, 오크"
납 크릭 라이,라이 위스키,50.0,"오크, 허브, 호밀","바닐라, 오크, 스파이시","따뜻한, 부드러운"
듀어스 화이트 라벨,블렌디드 위스키,40.0,"달콤한, 부드러운, 건포도","강한 피트, 스모키, 짭짤한",강렬한
라프로익 셀렉트,싱글몰트 위스키,40.0,"꿀, 복숭아, 과일, 나무","바닐라, 스모키, 꿀",달콤한
러셀 리저브 10년,버번 위스키,45.0,"바닐라, 캐러멜, 오크","바닐라, 스파이스, 오크","스파이스, 달콤한"
러셀 리저브 싱글 배럴,버번 위스키,55.0,"바닐라, 캐러멜, 시나몬","달콤한, 검은 과일, 꿀, 민트, 스파이스",스파이스
맥캘란 12년 셰리 오크,싱글몰트 위스키,40.0,"바닐라, 미묘한","과일, 오크, 스파이스","달콤한, 과일, 오크"
맥캘란 18년 셰리 오크,싱글몰트 위스키,43.0,"계피, 바닐라, 생강","부드러운, 스파이스, 오렌지, 오크","생강, 오렌지 껍질"
맥캘란 18년 더블 캐스크,싱글몰트 위스키,43.0,"말린 과일, 생강, 오렌지","캐러멜, 바닐라, 생강, 스파이스","오크, 생강, 오렌지"
맥캘란 25년 셰리 오크 2019,싱글몰트 위스키,43.0,"레몬, 계피, 셰리, 우드","말린 과일, 우드","말린 과일, 스파이스, 우드"
믹터스 US*1 싱글 배럴 라이 위스키,라이 위스키,42.4,"호밀, 후추, 참나무, 시트러스, 감귤","캐러멜, 버터스카치, 바닐라, 오렌지","부드러운, 스파이시"
믹터스 US*1 스몰배치 버번 위스키,버번 위스키,45.7,"견과류, 바닐라","캐러멜, 바닐라, 사과, 복숭아","스모키, 달콤한, 부드러운, 오크"
믹터스 US*1 스몰배치 사워 매시 위스키,아메리칸 위스키,43.0,"달콤한, 스모키, 과일","체리, 바닐라, 꿀","스파이시, 부드러운"
믹터스 US*1 언블렌디드 아메리칸 위스키,아메리칸 위스키,41.7,"바닐라, 캐러멜, 토스트","말린 과일, 버터스카치","달콤한, 부드러운"
발렌타인 마스터즈,블렌디드 위스키,40.0,"오크, 꿀, 바닐라","오렌지, 배, 감미로운","은은한, 달콤한"
발베니 19년 더 엣지 오브 번헤드 우드,싱글몰트 위스키,48.7,"무화과, 허브, 신선한","꿀, 캐러멜, 구운 대추, 감귤","우드, 긴 여운, 말린 꽃"
벨즈,블렌디드 위스키,40.0,"달콤한, 몰트, 신선한, 허브, 꽃","부드러운, 매끄러운, 스파이스, 진저, 케이크, 초콜릿, 오크","과일 케이크, 가벼운 스모키"
불렛 버번,버번 위스키,45.0,"오렌지, 바닐라","오렌지, 향신료, 담배","부드러운, 스파이시"
야마자키 12년,재패니즈 위스키,43.0,"복숭아, 파인애플, 자몽, 향신료, 오렌지, 바닐라, 오크","코코넛, 크랜베리, 버터","달콤한, 생강, 시나몬, 긴 여운"
싱글톤 더프타운 12년,싱글몰트 위스키,40.0,"몰트, 달콤한, 견과류","오렌지, 오크, 견과류","과일, 오크"
싱글톤 더프타운 15년,싱글몰트 위스키,40.0,"달콤한, 스파이시, 우드","버터, 과일, 바닐라, 시트러스, 감귤","부드러운, 오크, 바이올렛"
아드벡 언 오,싱글몰트 위스키,46.6,"토피, 바닐라, 복숭아, 향신료","초콜릿, 차, 스모키, 허브","스모키, 강렬한, 향신료"
올드 파 12년,블렌디드 위스키,40.0,"오크, 셰리, 시나몬, 허브","오크, 토피, 견과류, 캐러멜","피트, 스모키, 과일, 스파이시"
와일드 터키 라이,라이 위스키,40.5,"바닐라, 스파이스","스모키, 바닐라, 스파이스",긴 여운
우드포드 리저브 버번,버번 위스키,43.2,"바닐라, 꿀, 스파이스","바닐라, 달콤한, 풍부한, 과일, 견과류, 스파이스",긴 여운
제이 앤 비 제트,블렌디드 위스키,40.0,"꿀, 바닐라, 코코넛","달콤한, 몰트, 사과, 배","부드러운, 피트, 오크"
제이 앤 비 리저브 15년,블렌디드 위스키,40.0,"바닐라, 사과, 오크","과일, 달콤한, 스파이시","부드러운, 옅은 피트"
조니워커 그린,블렌디드 몰트 위스키,43.0,"과일, 꽃, 흙내음","삼나무, 오크, 우드","긴 여운, 스모키, 피트"
조니워커 더블 블랙,블렌디드 위스키,40.0,"피트, 스모키, 과일, 건포도","바닐라, 스파이스, 진한","긴 여운, 스모키"
존 워커 앤 선즈 XR 21,블렌디드 위스키,40.0,"꿀, 스파이스, 스모키","열대 과일, 캐러멜, 건포도",부드러운
조니워커 18년,블렌디드 위스키,40.0,"바닐라, 감귤","견과류, 몰트, 부드러운","스모키, 감귤"
조니워커 화이트 워커,블렌디드 위스키,41.7,"오렌지, 바닐라","바닐라, 시나몬, 아몬드, 셰리, 오크",스파이스
치타,재패니즈 위스키,43.0,"아카시아 꿀, 장미","부드러운, 민트, 꿀","깨끗한, 오크"
카발란 솔리스트 포트 CS ‘이안 창’,싱글몰트 위스키,54.8,"과일, 견과류, 시트러스","초콜릿, 과일","레몬, 패션프루트"
켄터키 젠틀맨 버번,버번 위스키,40.0,"체리, 달콤한, 구운 견과류, 캐러멜","오크, 진한","부드러운, 긴 여운"
크라운 로얄 디럭스,캐내디언 위스키,40.0,"달콤한, 메이플 시럽, 오크","무화과, 바닐라","깊은, 긴 여운"
크래겐모어 12년,싱글몰트 위스키,40.0,"달콤한, 꽃, 허브, 꿀, 바닐라","달콤한, 복합적인, 강한 맥아","달콤한, 몰트, 긴 여운"
하쿠슈 12년,재패니즈 위스키,43.0,"바질, 솔잎, 사과","달콤한, 배, 민트, 키위","녹차, 스모키, 미묘한"
더 글렌그란트 18년,싱글몰트 위스키,43.0,"오크, 스파이스, 꽃, 풍부한","캐러멜, 몰트, 건포도, 바닐라","견과류, 스파이스, 달콤한"
라프로익 10년,싱글몰트 위스키,40.0,"스모키, 스파이스, 파워풀, 감초, 짭짤한, 달콤한","해초, 바닐라, 향신료, 후추, 레몬, 배",대담한
로크로몬드 오리지날,싱글몰트 위스키,40.0,"헤더, 달콤한, 바닐라","몰트, 고소한","풋사과, 시트러스, 바닐라, 긴 여운"
메이커스 마크,버번 위스키,45.0,"바닐라, 캐러멜, 오크, 과일","달콤한, 균형 잡힌, 프루티","향신료, 부드러운, 깔끔한"
아녹 12년,싱글몰트 위스키,40.0,"벌꿀, 달콤한, 꽃, 레몬, 산뜻한","과일, 달콤한, 몰트, 고소한, 짭짤한","풍부한, 우아한"
오켄토션 12년,싱글몰트 위스키,40.0,"캐러멜, 풀","감귤, 라임, 달콤한","생강, 견과류, 쌉쌀한"
글렌드로낙 18년,싱글몰트 위스키,46.0,"설탕, 달콤한, 체리","풍부한, 졸인 과일, 구운 호두, 초콜릿, 오렌지","긴 여운, 풍부한"
더 글렌리벳 12년,싱글몰트 위스키,40.0,"바닐라, 꿀, 파인애플, 시나몬, 꽃, 프루티","사과, 파인애플, 시트러스",헤이즐넛
버팔로 트레이스,버번 위스키,45.0,"바닐라, 민트, 호밀","향신료, 오크, 토피, 호밀","긴 여운, 우아한, 바닐라"
글렌알라키 12년 친커핀 버진 오크,싱글몰트 위스키,48.0,"꿀, 오렌지, 버터스카치, 헤더, 오크","밤, 꿀, 감초, 헤이즐넛, 초콜릿",스파이시
크라비 야드헤드,싱글몰트 위스키,40.0,"풋사과, 스모키, 오렌지","스모키한 베이컨, 알코올, 로스팅한 커피",스파이스
더 페이머스 그라우스,블렌디드 위스키,40.0,"과일, 셰리, 시트러스","향신료, 부드러운, 말린 과일, 달콤한","균형 잡힌, 부드러운, 스파이시"
글렌고인 12년,싱글몰트 위스키,43.0,"코코넛 오일, 꿀, 레몬","생강, 오렌지, 사과",부드러운
킬호만 사닉,싱글몰트 위스키,46.0,"헤더 꽃, 건포도, 배, 과일, 풍성한, 오렌지, 피트, 스모키","자두, 체리, 시트러스, 토피, 초콜릿, 풍부한, 스모키, 피트","캐러멜, 시나몬, 과일, 긴 여운, 달콤한"
미스터 보스턴 버번,버번 위스키,40.0,"오크, 사과, 바닐라","몰트, 바닐라, 오렌지","스파이시, 부드러운"
와일드 터키 레어브리드,버번 위스키,58.4,"후추, 아몬드, 꿀, 건포도","오렌지, 견과류, 구운 빵, 캐러멜","스파이시, 긴 여운"
야마자키 DR,재패니즈 위스키,43.0,"딸기, 체리, 신갈나무 오크","라즈베리, 백도, 코코넛","바닐라, 달콤한, 시나몬, 깔끔한"
아란 10년,싱글몰트 위스키,46.0,"과일, 시트러스","바닐라, 시나몬, 오렌지, 오크","사과, 달콤한, 시트러스"
글렌알라키 10년 CS 배치 5,싱글몰트 위스키,55.9,"아몬드, 계피, 오렌지, 꿀, 다크 초콜릿, 모카","다크 초콜릿, 건포도, 아몬드, 꿀, 오렌지, 계피","셰리, 풍부한"
크라비 12년,싱글몰트 위스키,40.0,"시나몬, 스파이스, 바닐라, 파인애플, 신선한","오렌지 껍질, 레몬, 상큼한, 부드러운, 달콤한","달콤한, 바닐라, 토피, 따뜻한"
라이터즈 티얼스,블렌디드 위스키,40.0,"사과, 바닐라, 신선한","생강, 과일","우아한, 다크 초콜릿"
